user_id,city,trip_date,vehicle_type,battery_capacity_kwh,battery_health_pct,distance_km,daily_trip_count,charging_frequency_per_week,charging_type,charging_duration_min,charging_station_distance_km,energy_consumed_kwh,electricity_cost_per_kwh,weather_condition,traffic_density,user_income_level,range_km_estimated,range_anxiety_risk,vehicle_type_label,state,year,month
ee1ed617-dce1-440e-9ae6-ee8a264a8353,Hyderabad,2019-08-28,3W,8.37,95.3,17.29,2.0,1.0,home,296.24,0.37,3.18,6.96,humid,0.106,low,,0.0,Three-Wheeler,Telangana,2019.0,8.0
835b8981-04b5-4a0b-b80f-97c682e2b59d,Ahmedabad,2024-08-21,3W,,84.04,25.86,2.0,2.0,home,293.88,5.07,4.48,8.54,clear,0.237,high,39.4,0.0,Three-Wheeler,Gujarat,2024.0,8.0
8a829f6d-7d76-47cb-803e-de27ab666a8c,Chennai,2019-10-06,4W,43.07,103.79,17.04,3.0,1.0,public_fast,54.5,0.07,3.4,3.7,clear,0.043,high,258.43,0.0,Four-Wheeler,Tamil Nadu,2019.0,10.0
78165ccb-b64f-4030-8f9b-c12b845f1ba6,Hyderabad,2025-06-29,2W,3.01,86.84,10.42,2.0,5.0,home,391.43,0.78,2.12,6.54,extreme_heat,0.217,middle,15.37,0.0,Two-Wheeler,Telangana,2025.0,6.0
8a064b9b-902c-481c-9979-a73b73cb2695,Bangalore,2022-07-19,2W,3.84,95.41,24.88,4.0,4.0,public_slow,183.09,0.67,5.3,6.64,humid,0.432,low,23.06,0.0,Two-Wheeler,Karnataka,2022.0,7.0
273391e5-8136-44dc-a804-c7ab822929b9,Chennai,2026-07-14,2W,2.04,83.71,25.42,3.0,5.0,public_fast,52.77,0.67,4.92,9.26,clear,0.249,low,12.26,1.0,Two-Wheeler,Tamil Nadu,2026.0,7.0
748c879d-377f-451a-8716-4aa14186ef53,Mumbai,2025-04-25,2W,3.14,81.75,21.42,,4.0,home,265.39,1.7,4.09,9.76,humid,0.457,low,18.81,0.0,Two-Wheeler,Maharashtra,2025.0,4.0
fc783aaf-673c-4053-9f29-1fe85924a824,Delhi,2019-10-09,,2.72,94.99,29.2,2.0,1.0,home,272.48,1.31,4.83,5.69,extreme_heat,0.053,high,13.86,0.0,,Delhi,2019.0,10.0
89b34014-6447-42b9-bda5-dc2287f18545,Ahmedabad,,3W,7.14,80.08,40.09,3.0,4.0,home,350.14,0.86,6.58,7.87,humid,0.223,high,42.84,0.0,Three-Wheeler,Gujarat,,
2d4db217-ff09-4a75-ae49-3e7cafc258dc,Bangalore,2020-07-04,2W,3.24,104.9,23.2,3.0,2.0,home,264.33,1.48,4.09,7.09,rainy,0.243,low,17.52,0.0,Two-Wheeler,Karnataka,2020.0,7.0
ebac3a24-40ee-43bb-bc8c-1b53726e0a16,Delhi,2022-11-05,3W,9.2,,1.0,3.0,2.0,public_fast,22.58,0.97,0.16,7.15,extreme_heat,0.154,low,46.93,0.0,Three-Wheeler,Delhi,2022.0,11.0
b22eadae-f056-4470-aff9-30098091956a,,2019-07-28,3W,7.12,101.43,27.48,2.0,2.0,public_fast,42.5,3.11,5.34,5.6,clear,0.234,low,42.69,0.0,Three-Wheeler,,2019.0,7.0
c7831656-df69-4891-8320-34d03bfd3087,Bangalore,2026-02-22,2W,3.42,74.72,26.07,4.0,5.0,public_fast,69.58,0.27,4.69,9.83,extreme_heat,0.482,middle,17.42,1.0,Two-Wheeler,Karnataka,2026.0,2.0
b6891ac0-91e3-4f42-8927-3852f1ede614,Delhi,2026-10-01,3W,7.57,76.24,39.46,1.0,6.0,public_fast,87.72,4.78,5.26,10.51,rainy,0.057,middle,40.89,1.0,Three-Wheeler,Delhi,2026.0,10.0
530f5e8f-e63d-41fc-9096-e6a470b5d4ee,Ahmedabad,2023-02-02,4W,43.27,87.72,29.2,3.0,2.0,home,446.75,2.46,6.01,8.13,humid,0.22,low,259.63,0.0,Four-Wheeler,Gujarat,2023.0,2.0
553c31f0-d07a-4812-bcf5-e30741e1431f,Bangalore,2020-02-26,3W,6.66,106.43,27.76,1.0,2.0,public_fast,58.2,0.82,6.39,7.28,rainy,0.562,high,35.96,0.0,Three-Wheeler,Karnataka,2020.0,2.0
0415a644-5adc-4ffc-bcec-eaba97251487,Ahmedabad,,4W,,97.37,5.65,3.0,1.0,public_fast,53.28,1.38,0.97,8.17,clear,0.39,low,264.7,0.0,Four-Wheeler,Gujarat,,
31c42566-fe87-419b-8ffa-44b31d9bf013,Ahmedabad,2023-08-14,3W,9.08,78.78,9.74,3.0,4.0,public_slow,148.04,2.77,1.66,7.84,rainy,0.249,low,49.03,0.0,Three-Wheeler,Gujarat,2023.0,8.0
f0ecb704-cd46-4283-82d7-3aa2da1e5d07,Pune,2020-03-18,4W,37.13,94.27,24.51,1.0,1.0,,45.74,1.02,3.95,6.61,rainy,0.135,low,200.51,0.0,Four-Wheeler,Maharashtra,2020.0,3.0
db9f0820-73cb-4f6b-a278-0d7437511316,Bangalore,2022-12-03,4W,41.45,89.73,22.75,3.0,4.0,home,,2.15,4.67,6.17,rainy,0.216,low,223.83,0.0,Four-Wheeler,Karnataka,2022.0,12.0
167d4184-a86a-458f-ba11-169426c1549a,Bangalore,2022-09-06,4W,37.38,93.45,6.67,2.0,4.0,public_fast,55.19,,1.32,7.13,humid,0.327,middle,224.26,0.0,Four-Wheeler,Karnataka,2022.0,9.0
61c1721d-53d8-4ce0-95d5-8f9010cd8bc7,Bangalore,2025-01-05,4W,31.65,90.82,6.38,3.0,4.0,home,378.95,1.15,1.08,7.25,humid,0.561,low,189.91,0.0,Four-Wheeler,Karnataka,2025.0,1.0
859a1a8d-bb5c-4b94-83c4-889272322722,Mumbai,2021-12-23,2W,2.73,96.0,24.44,2.0,4.0,public_fast,62.28,2.01,4.38,7.15,humid,0.214,middle,16.37,0.0,Two-Wheeler,Maharashtra,2021.0,12.0
048c238d-46eb-4138-90ee-358ef791645d,Hyderabad,2025-10-19,2W,2.36,82.5,1.0,3.0,5.0,public_slow,260.22,4.61,0.14,9.72,rainy,0.161,low,12.72,1.0,Two-Wheeler,Telangana,2025.0,10.0
88e2bfe7-e802-4289-a8cd-2b4d8923bc95,Hyderabad,2019-01-07,4W,48.33,105.07,,1.0,1.0,public_slow,155.01,0.56,0.19,6.03,rainy,0.426,low,260.97,0.0,Four-Wheeler,Telangana,2019.0,1.0
c0994713-4b34-4b1e-b28c-01032eb90755,Bangalore,2026-06-13,3W,9.34,74.58,33.61,2.0,3.0,public_slow,263.25,0.61,5.49,9.2,clear,0.261,middle,56.05,0.0,Three-Wheeler,Karnataka,2026.0,6.0
f02df575-4eff-4434-a7dc-ec1dd50f4b19,Chennai,2022-06-20,2W,4.28,90.52,42.24,1.0,2.0,public_fast,59.3,3.21,6.1,9.27,humid,0.091,middle,25.68,1.0,Two-Wheeler,Tamil Nadu,2022.0,6.0
d5201c34-d471-4d8b-a47e-d9ff9befb06b,Pune,2026-06-16,3W,6.24,84.72,5.21,,5.0,home,,3.78,1.2,9.62,humid,0.325,middle,37.42,1.0,Three-Wheeler,Maharashtra,2026.0,6.0
1e782114-d027-4f86-8fa6-36f8cbba9500,Bangalore,2022-05-29,2W,3.21,92.04,29.07,1.0,2.0,public_slow,136.76,0.77,4.47,8.55,humid,0.204,middle,19.29,0.0,Two-Wheeler,Karnataka,2022.0,5.0
14691eef-730a-46e3-bd6f-0eb6a405bccd,Hyderabad,2021-05-25,2W,2.48,100.39,21.08,3.0,3.0,public_slow,196.5,1.91,2.98,5.07,rainy,0.116,middle,13.39,0.0,Two-Wheeler,Telangana,2021.0,5.0
0e51dca6-5378-4b7c-8ac8-d16e6b8e51fd,Chennai,2026-06-12,3W,7.48,86.05,59.48,1.0,5.0,home,273.27,0.88,12.02,10.95,rainy,0.562,middle,,1.0,Three-Wheeler,Tamil Nadu,2026.0,6.0
a3ced9d2-ab8c-409d-874f-606b9161d089,Delhi,2021-03-26,2W,2.03,87.96,8.94,3.0,3.0,home,290.06,0.53,1.38,6.17,extreme_heat,0.668,middle,,0.0,Two-Wheeler,Delhi,2021.0,3.0
c859c0eb-cf6b-4d37-a9f6-05ed2aec7576,Pune,2024-02-09,4W,41.45,97.28,15.43,2.0,3.0,public_slow,155.07,4.3,3.2,7.94,rainy,0.112,middle,,0.0,Four-Wheeler,Maharashtra,2024.0,2.0
5faad0d3-1b17-4bfd-a921-2ef6377422fb,Delhi,2023-06-25,2W,3.4,93.24,30.15,2.0,3.0,public_slow,151.79,4.2,5.37,7.3,clear,0.498,high,20.39,1.0,Two-Wheeler,Delhi,2023.0,6.0
a380e9ba-6887-4634-91ef-6c69e8047e04,Ahmedabad,2020-03-12,2W,3.14,98.67,34.88,3.0,4.0,home,289.38,0.17,7.06,5.7,extreme_heat,0.12,low,16.03,0.0,Two-Wheeler,Gujarat,2020.0,3.0
89e73823-fbbf-4df8-b81c-695a3c5e0874,Pune,2020-05-12,2W,1.26,92.65,43.08,3.0,2.0,public_fast,86.48,,6.62,5.37,humid,0.053,high,7.56,0.0,Two-Wheeler,Maharashtra,2020.0,5.0
1e3fdf12-3903-4fb3-8bda-c20c15f68117,Ahmedabad,2025-11-14,3W,9.07,87.85,45.73,2.0,5.0,public_slow,173.32,3.57,7.62,9.15,extreme_heat,0.547,high,46.24,1.0,Three-Wheeler,Gujarat,2025.0,11.0
9c7b156c-d465-4f9a-a756-5dcee1c9e087,Chennai,2020-10-13,4W,44.09,89.55,25.37,2.0,2.0,public_fast,75.07,1.56,,5.15,humid,0.463,middle,264.53,0.0,Four-Wheeler,Tamil Nadu,2020.0,10.0
833d842b-1b30-43cb-9d54-ff8f100f6126,Ahmedabad,2022-02-09,3W,8.61,91.93,18.3,3.0,3.0,public_fast,81.47,0.09,3.34,6.47,rainy,0.358,low,46.48,0.0,Three-Wheeler,Gujarat,2022.0,2.0
3dc66b69-b58b-40a6-9316-6bfcba24e92b,,2022-03-16,2W,2.93,,35.98,3.0,4.0,public_fast,25.98,0.5,6.62,7.09,clear,0.11,low,17.61,0.0,Two-Wheeler,,2022.0,3.0
cda6fa31-9488-445b-8ea1-51636196cc53,Delhi,2026-10-13,3W,6.72,83.36,34.75,3.0,5.0,home,410.8,0.06,7.32,8.43,extreme_heat,0.181,middle,34.27,1.0,Three-Wheeler,Delhi,2026.0,10.0
e717a00c-4698-4f76-86bd-c6d005ffb6eb,Mumbai,2023-08-31,2W,3.72,87.59,41.76,3.0,4.0,,69.14,5.07,5.76,8.57,extreme_heat,0.443,high,18.98,1.0,Two-Wheeler,Maharashtra,2023.0,8.0
4dca04c1-0c54-454c-9819-a65670aa4232,Mumbai,2026-10-19,4W,42.46,73.85,24.25,2.0,5.0,public_slow,149.7,3.19,4.37,8.14,extreme_heat,0.207,middle,216.53,1.0,Four-Wheeler,Maharashtra,2026.0,10.0
480b480d-4e26-4f27-bbd1-1f4b6ea53d7b,Ahmedabad,2022-05-08,2W,2.06,88.74,1.0,2.0,1.0,public_fast,75.21,0.55,0.12,8.29,rainy,0.331,middle,11.1,0.0,Two-Wheeler,Gujarat,2022.0,5.0
c51de45f-0f5b-4f76-8300-0b4c993263d6,Mumbai,2024-06-12,2W,2.99,87.62,51.72,2.0,3.0,public_slow,181.51,2.34,9.53,8.23,extreme_heat,0.356,middle,15.24,0.0,Two-Wheeler,Maharashtra,2024.0,6.0
8bdc594f-ce2f-49aa-aeae-beec58dca3ae,Hyderabad,2020-06-06,3W,8.57,104.0,38.87,4.0,2.0,public_fast,,0.17,6.36,7.2,clear,,low,51.44,0.0,Three-Wheeler,Telangana,2020.0,6.0
9ad752be-1926-451e-941f-bfad109df389,Delhi,2024-03-06,2W,3.48,84.01,44.76,2.0,4.0,public_fast,103.65,0.49,6.86,8.13,humid,,low,20.85,0.0,Two-Wheeler,Delhi,2024.0,3.0
41450000-9dc1-4271-b905-6a43c2b5b17e,Bangalore,2023-04-02,3W,7.43,87.88,57.13,3.0,5.0,public_fast,68.73,0.6,8.06,8.04,humid,0.333,high,,1.0,Three-Wheeler,Karnataka,2023.0,4.0
8f4a1d91-7e98-4571-a7dc-dbd9e8649a16,Mumbai,2025-01-18,4W,39.45,86.66,38.1,2.0,3.0,public_fast,41.97,1.1,5.73,7.44,rainy,0.44,middle,,0.0,Four-Wheeler,Maharashtra,2025.0,1.0
ffe99666-17d6-4f7d-a2fa-656e908bcecb,Mumbai,2026-04-23,3W,6.42,86.38,45.7,2.0,4.0,home,323.75,0.57,7.82,9.99,rainy,0.273,high,34.69,0.0,Three-Wheeler,Maharashtra,2026.0,4.0
fa1e9f29-a03f-4e71-b40c-f9cbdd8919d5,,2021-09-04,2W,3.53,82.83,28.53,4.0,1.0,home,319.15,0.28,4.79,7.37,rainy,0.394,middle,19.07,0.0,Two-Wheeler,,2021.0,9.0
af88f763-fa36-4ada-9f4b-c5881298d56d,Delhi,2023-02-19,3W,8.48,88.38,5.76,3.0,4.0,public_slow,160.25,0.07,0.84,6.44,clear,0.276,middle,50.86,0.0,Three-Wheeler,Delhi,2023.0,2.0
d7833a0c-ca23-45a5-af1b-9b262918c5d3,Mumbai,2022-06-28,3W,9.22,97.07,23.66,2.0,3.0,public_fast,85.97,5.52,3.51,7.2,extreme_heat,0.328,low,47.03,0.0,Three-Wheeler,Maharashtra,2022.0,6.0
056760f8-0de9-4292-98b5-e7e188ef88f7,Hyderabad,2019-11-08,3W,7.92,100.39,1.0,3.0,2.0,public_slow,193.86,2.44,0.2,7.0,rainy,0.122,low,42.76,0.0,Three-Wheeler,Telangana,2019.0,11.0
fe53a960-d809-40f0-8022-eb6f9fa64655,Hyderabad,2026-09-03,4W,36.88,88.57,22.14,2.0,5.0,public_slow,214.8,4.06,3.65,10.0,clear,0.254,low,221.29,1.0,Four-Wheeler,Telangana,2026.0,9.0
0ccb829d-ad9b-4813-b50c-03616d0b3168,Mumbai,2023-02-26,3W,8.2,90.25,,2.0,4.0,public_fast,38.21,0.1,,9.63,clear,0.138,high,49.19,0.0,Three-Wheeler,Maharashtra,2023.0,2.0
ec138ff9-d3ad-4e5d-ac39-16ada3f74a0e,Pune,2020-03-08,4W,41.61,99.11,49.21,4.0,2.0,public_slow,170.23,3.2,8.57,,extreme_heat,0.6,middle,212.19,0.0,Four-Wheeler,Maharashtra,2020.0,3.0
f61b8e0e-e47d-4061-9296-e23385cb7cc3,Chennai,2024-11-07,2W,3.06,79.86,5.83,4.0,2.0,public_slow,144.59,0.15,0.83,10.05,extreme_heat,0.081,,15.61,0.0,Two-Wheeler,Tamil Nadu,2024.0,11.0
dc31d000-4eec-4b78-8a9f-eea1d524e373,,2025-08-23,2W,2.66,93.26,39.73,3.0,4.0,home,150.04,1.87,6.04,11.29,clear,0.185,low,15.94,0.0,Two-Wheeler,,2025.0,8.0
a380f160-e57f-449f-adcc-58b314aa1503,Hyderabad,2024-03-18,3W,7.75,86.96,22.17,3.0,5.0,public_fast,59.33,1.55,5.0,7.55,humid,0.214,low,46.48,0.0,Three-Wheeler,Telangana,2024.0,3.0
63846a1f-b8f6-4991-9eff-8c706d385708,Pune,2021-01-14,2W,2.51,98.7,10.26,4.0,2.0,public_fast,71.0,1.68,1.73,6.03,humid,,low,15.03,0.0,Two-Wheeler,Maharashtra,2021.0,1.0
c25d8eef-7a16-4931-9a52-d6161894939e,Hyderabad,2022-02-05,2W,2.71,91.32,32.08,1.0,3.0,home,372.37,1.06,6.04,7.88,clear,0.192,low,16.26,0.0,Two-Wheeler,Telangana,2022.0,2.0
d5d393a7-26f0-45de-af51-69b07772d8db,Ahmedabad,2025-03-24,2W,2.64,86.47,61.73,2.0,,public_fast,46.53,2.67,3.19,9.28,extreme_heat,0.068,middle,13.47,1.0,Two-Wheeler,Gujarat,2025.0,3.0
f868cf4e-29c6-4760-873f-10299bfc7c6c,Delhi,2022-04-20,2W,3.61,99.12,1.95,4.0,3.0,home,387.57,1.04,0.36,5.81,humid,0.311,middle,21.67,0.0,Two-Wheeler,Delhi,2022.0,4.0
dd8ce3ff-e379-48e2-a8c3-2e2c00805c67,Hyderabad,,2W,3.28,90.14,19.31,2.0,4.0,public_slow,156.73,0.14,2.88,7.99,humid,0.278,low,19.71,0.0,Two-Wheeler,Telangana,,
f8150991-8e9f-49f8-8cd6-d35678029a36,Bangalore,2022-06-09,2W,3.52,91.54,31.94,3.0,5.0,public_slow,133.1,0.12,5.26,6.27,rainy,0.21,low,18.98,1.0,Two-Wheeler,Karnataka,2022.0,6.0
84d53993-bd89-40b7-97a0-113007a0ea6e,Delhi,2026-09-27,2W,3.27,74.4,27.54,2.0,4.0,public_slow,175.55,5.24,6.0,8.6,extreme_heat,0.101,low,16.67,1.0,Two-Wheeler,Delhi,2026.0,9.0
8deb45c9-583a-4a34-ba89-5211be793a1f,Hyderabad,2024-11-18,2W,3.04,88.9,26.13,2.0,5.0,home,255.05,2.47,5.6,8.73,rainy,0.164,low,16.4,1.0,Two-Wheeler,Telangana,2024.0,11.0
ada7d077-ffb9-4609-87b6-a2f22750d3d0,Mumbai,2022-05-23,3W,6.16,93.54,8.45,2.0,1.0,home,323.31,0.47,1.18,9.99,humid,0.198,low,36.98,0.0,Three-Wheeler,Maharashtra,2022.0,5.0
a5c4bcc0-9f81-4b5f-8144-177a02fb7082,Chennai,2022-04-11,4W,42.84,94.0,52.18,2.0,3.0,public_slow,132.48,3.46,2.55,7.15,extreme_heat,0.075,low,218.5,0.0,Four-Wheeler,Tamil Nadu,2022.0,4.0
af257195-b631-4a8b-bc09-fd857ac85a5c,Pune,2022-03-10,2W,3.7,93.79,25.16,3.0,2.0,public_fast,38.7,6.6,4.16,,rainy,0.189,high,19.95,1.0,Two-Wheeler,Maharashtra,2022.0,3.0
52822715-b3c5-43ef-b997-9c7f96e37c60,Mumbai,2024-05-10,4W,30.99,81.77,1.0,2.0,4.0,public_fast,65.67,0.13,0.13,7.71,extreme_heat,0.506,low,158.04,0.0,Four-Wheeler,Maharashtra,2024.0,5.0
48ed5838-2d38-4f66-bbf2-1470b3a04eaa,Delhi,2019-08-08,2W,3.07,98.31,15.8,3.0,1.0,public_slow,164.47,0.73,1.91,6.17,humid,0.287,low,18.45,0.0,Two-Wheeler,Delhi,2019.0,8.0
3b00423a-0892-4361-81bb-32ecff9b6a33,Ahmedabad,2025-04-04,2W,2.48,,23.07,2.0,,public_slow,159.72,0.02,6.77,7.83,rainy,0.484,middle,13.38,,Two-Wheeler,Gujarat,2025.0,4.0
5d916bfe-1561-491a-b281-fc750f08437f,Bangalore,2023-12-19,4W,37.27,89.96,2.82,1.0,4.0,public_fast,59.69,0.21,0.47,8.58,humid,0.389,middle,223.61,0.0,Four-Wheeler,Karnataka,2023.0,12.0
